run_id,dataset_key,dataset_name,target_column,scenario_family,missingness_type,mcar_scope,mar_dependency_column,mnar_driver_column,mcar_global_excluded_columns,rate_pct,seed,method_family,method_key,method_name,model_key,model_name,include_in_primary_leaderboard,include_in_secondary_full_matrix
prompt::statlog::qwen25::mnar::k2::2026-06-16T19:45:09.988556+00:00,statlog,German Statlog,X2,MNAR_TARGET,MNAR,target,,X2,,10,42,llm_prompt,llm_prompt_fewshot_k2,LLM Prompt Few-shot k=2,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
prompt::statlog::mistral::mcar::k2::2026-06-16T19:56:39.366576+00:00,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,42,llm_prompt,llm_prompt_fewshot_k2,LLM Prompt Few-shot k=2,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
prompt::statlog::llama31::mcar::k2::2026-06-16T20:17:14.615923+00:00,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,42,llm_prompt,llm_prompt_fewshot_k2,LLM Prompt Few-shot k=2,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
prompt::statlog::qwen25::mcar::k2::2026-06-16T19:43:09.331433+00:00,statlog,German Statlog,X2,MCAR_TARGET,MCAR,target,,,,10,42,llm_prompt,llm_prompt_fewshot_k2,LLM Prompt Few-shot k=2,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
prompt::credit::mistral::mar::k2::2026-06-16T13:29:52.023871+00:00,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,42,llm_prompt,llm_prompt_fewshot_k2,LLM Prompt Few-shot k=2,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
prompt::credit::llama31::mar::k2::2026-06-16T13:30:09.760334+00:00,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,42,llm_prompt,llm_prompt_fewshot_k2,LLM Prompt Few-shot k=2,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
prompt::credit::qwen25::mar::k2::2026-06-16T13:28:44.542795+00:00,creditcard,German Credit Card,BILL_AMT1,MAR_TARGET,MAR,target,PAY_0,,,10,42,llm_prompt,llm_prompt_fewshot_k2,LLM Prompt Few-shot k=2,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
prompt::credit::mistral::mnar::k2::2026-06-17T08:12:32.961912+00:00,creditcard,German Credit Card,BILL_AMT1,MNAR_TARGET,MNAR,target,,BILL_AMT1,,10,42,llm_prompt,llm_prompt_fewshot_k2,LLM Prompt Few-shot k=2,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
prompt::credit::llama31::mnar::k2::2026-06-17T08:11:44.235142+00:00,creditcard,German Credit Card,BILL_AMT1,MNAR_TARGET,MNAR,target,,BILL_AMT1,,10,42,llm_prompt,llm_prompt_fewshot_k2,LLM Prompt Few-shot k=2,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
prompt::credit::qwen25::mnar::k2::2026-06-17T00:23:06.144432+00:00,creditcard,German Credit Card,BILL_AMT1,MNAR_TARGET,MNAR,target,,BILL_AMT1,,10,42,llm_prompt,llm_prompt_fewshot_k2,LLM Prompt Few-shot k=2,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
prompt::credit::mistral::mcar::k2::2026-06-17T06:37:08.778704+00:00,creditcard,German Credit Card,BILL_AMT1,MCAR_TARGET,MCAR,target,,,,10,42,llm_prompt,llm_prompt_fewshot_k2,LLM Prompt Few-shot k=2,mistral,mistralai/Mistral-7B-Instruct-v0.3,True,False
prompt::credit::llama31::mcar::k2::2026-06-17T06:39:40.831657+00:00,creditcard,German Credit Card,BILL_AMT1,MCAR_TARGET,MCAR,target,,,,10,42,llm_prompt,llm_prompt_fewshot_k2,LLM Prompt Few-shot k=2,llama,meta-llama/Llama-3.1-8B-Instruct,True,False
prompt::credit::qwen25::mcar::k2::2026-06-16T22:52:10.808951+00:00,creditcard,German Credit Card,BILL_AMT1,MCAR_TARGET,MCAR,target,,,,10,42,llm_prompt,llm_prompt_fewshot_k2,LLM Prompt Few-shot k=2,qwen,Qwen/Qwen2.5-7B-Instruct,True,False
