row_index,prompt_row_position,compact_prompt_row_position,prediction,ground_truth,source,parse_error,fold_id,n_folds_requested,n_folds_effective,model_name,prompt_rows,fold_prompt_rows_cap,n_rows_requested,max_new_tokens,batch_row,batch_col,run_timestamp_utc,raw_output_preview,min_batch_row
41,41,3,4844.0,4872.35,fallback_tenure_x_monthlycharges,fold1_of_5_batch0_r0-16_c0-20:target_nan_after_parse(4) | split_rows(0:16->0:8+8:16) | fold1_of_5_batch1_r0-8_c0-20:target_nan_after_parse(4) | split_rows(0:8->0:4+4:8) | fold1_of_5_batch2_r0-4_c0-20:target_nan_after_parse(4) | ... (+19 more),1,5,5,mistralai/Mistral-7B-Instruct-v0.3,50,50,160,2500,16,,2026-04-20T14:41:46.737588+00:00,"### fold1_of_5_batch0_r0-16_c0-20
gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,Yes,13,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.95,NaN,No
Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),100.35,NaN,No
Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),99.90,NaN,No
Female,0,",1.0
54,54,0,4491.0,4456.35,fallback_tenure_x_monthlycharges,fold2_of_5_batch0_r0-16_c0-20:target_nan_after_parse(3) | split_rows(0:16->0:8+8:16) | fold2_of_5_batch1_r0-8_c0-20:target_nan_after_parse(3) | split_rows(0:8->0:4+4:8) | fold2_of_5_batch2_r0-4_c0-20:target_nan_after_parse(3) | ... (+12 more),2,5,5,mistralai/Mistral-7B-Instruct-v0.3,50,50,160,2500,16,,2026-04-20T14:41:46.737588+00:00,"### fold2_of_5_batch0_r0-16_c0-20
Female,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),74.85,NaN,No
Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,NaN,Yes
Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.50,NaN,No
Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.30,Yes
Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.20,No
Female,0,No,Yes,",1.0
55,55,1,1718.1,1752.55,fallback_tenure_x_monthlycharges,fold2_of_5_batch0_r0-16_c0-20:target_nan_after_parse(3) | split_rows(0:16->0:8+8:16) | fold2_of_5_batch1_r0-8_c0-20:target_nan_after_parse(3) | split_rows(0:8->0:4+4:8) | fold2_of_5_batch2_r0-4_c0-20:target_nan_after_parse(3) | ... (+12 more),2,5,5,mistralai/Mistral-7B-Instruct-v0.3,50,50,160,2500,16,,2026-04-20T14:41:46.737588+00:00,"### fold2_of_5_batch0_r0-16_c0-20
Female,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),74.85,NaN,No
Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,NaN,Yes
Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.50,NaN,No
Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.30,Yes
Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.20,No
Female,0,No,Yes,",1.0
75,75,2,6188.0,6139.5,fallback_tenure_x_monthlycharges,fold2_of_5_batch0_r0-16_c0-20:target_nan_after_parse(3) | split_rows(0:16->0:8+8:16) | fold2_of_5_batch1_r0-8_c0-20:target_nan_after_parse(3) | split_rows(0:8->0:4+4:8) | fold2_of_5_batch2_r0-4_c0-20:target_nan_after_parse(3) | ... (+12 more),2,5,5,mistralai/Mistral-7B-Instruct-v0.3,50,50,160,2500,16,,2026-04-20T14:41:46.737588+00:00,"### fold2_of_5_batch0_r0-16_c0-20
Female,1,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),74.85,NaN,No
Male,1,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,NaN,Yes
Female,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,110.50,NaN,No
Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),80.65,633.30,Yes
Female,0,Yes,Yes,63,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),99.65,6311.20,No
Female,0,No,Yes,",1.0
87,87,0,20.65,1057.0,paper_prompt_fold,fold3_of_5_batch0_r0-16_c0-20:target_nan_after_parse(3) | split_rows(0:16->0:8+8:16) | fold3_of_5_batch1_r0-8_c0-20:target_nan_after_parse(3) | split_rows(0:8->0:4+4:8) | fold3_of_5_batch2_r0-4_c0-20:target_nan_after_parse(3) | ... (+5 more),3,5,5,mistralai/Mistral-7B-Instruct-v0.3,50,50,160,2500,16,,2026-04-20T14:41:46.737588+00:00,"### fold3_of_5_batch0_r0-16_c0-20
Female,0,Yes,Yes,48,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.65,NaN,No
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.85,NaN,No
Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.55,NaN,No
Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,No
Female,0,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.95,927.1,No
Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Y",1.0
96,96,1,66.85,4748.7,paper_prompt_fold,fold3_of_5_batch0_r0-16_c0-20:target_nan_after_parse(3) | split_rows(0:16->0:8+8:16) | fold3_of_5_batch1_r0-8_c0-20:target_nan_after_parse(3) | split_rows(0:8->0:4+4:8) | fold3_of_5_batch2_r0-4_c0-20:target_nan_after_parse(3) | ... (+5 more),3,5,5,mistralai/Mistral-7B-Instruct-v0.3,50,50,160,2500,16,,2026-04-20T14:41:46.737588+00:00,"### fold3_of_5_batch0_r0-16_c0-20
Female,0,Yes,Yes,48,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.65,NaN,No
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.85,NaN,No
Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.55,NaN,No
Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,No
Female,0,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.95,927.1,No
Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Y",1.0
103,103,2,3006.3,3027.25,fallback_tenure_x_monthlycharges,fold3_of_5_batch0_r0-16_c0-20:target_nan_after_parse(3) | split_rows(0:16->0:8+8:16) | fold3_of_5_batch1_r0-8_c0-20:target_nan_after_parse(3) | split_rows(0:8->0:4+4:8) | fold3_of_5_batch2_r0-4_c0-20:target_nan_after_parse(3) | ... (+5 more),3,5,5,mistralai/Mistral-7B-Instruct-v0.3,50,50,160,2500,16,,2026-04-20T14:41:46.737588+00:00,"### fold3_of_5_batch0_r0-16_c0-20
Female,0,Yes,Yes,48,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.65,NaN,No
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,No,Yes,No,One year,Yes,Credit card (automatic),66.85,NaN,No
Female,1,Yes,No,66,No,No phone service,DSL,No,Yes,Yes,No,One year,No,Bank transfer (automatic),45.55,NaN,No
Female,0,Yes,No,35,Yes,No,DSL,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),62.15,2215.45,No
Female,0,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.95,927.1,No
Female,0,No,No,12,Yes,Yes,Fiber optic,Yes,No,No,No,No,Month-to-month,Y",1.0
120,120,0,5588.8,5515.45,fallback_tenure_x_monthlycharges,fold4_of_5_batch0_r0-16_c0-20:first_parse_failed_but_retry_succeeded|partial_rows_recovered(15->16) | fold4_of_5_batch0_r0-16_c0-20:target_nan_after_parse(3) | split_rows(0:16->0:8+8:16) | fold4_of_5_batch1_r0-8_c0-20:target_nan_after_parse(3) | split_rows(0:8->0:4+4:8) | ... (+13 more),4,5,5,mistralai/Mistral-7B-Instruct-v0.3,50,50,160,2500,16,,2026-04-20T14:41:46.737588+00:00,"### fold4_of_5_batch0_r0-16_c0-20
gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,56,Yes,Yes,""Fiber optic"",No,No,Yes,No,No,No,No,Yes,Yes,""Credit card (automatic)"",99.80,NaN,No
Female,0,No,No,6,Yes,No,""No internet service"",No,No,No,No,No,No,No,No,""Mailed check"",20.70,NaN,No
Male,1,Yes,No,71,Yes,Yes,""No internet service"",No,No,No,No,No,No,No,No,""Bank transfer (automatic)"",23.95,NaN",1.0
121,121,1,124.2,112.75,fallback_tenure_x_monthlycharges,fold4_of_5_batch0_r0-16_c0-20:first_parse_failed_but_retry_succeeded|partial_rows_recovered(15->16) | fold4_of_5_batch0_r0-16_c0-20:target_nan_after_parse(3) | split_rows(0:16->0:8+8:16) | fold4_of_5_batch1_r0-8_c0-20:target_nan_after_parse(3) | split_rows(0:8->0:4+4:8) | ... (+13 more),4,5,5,mistralai/Mistral-7B-Instruct-v0.3,50,50,160,2500,16,,2026-04-20T14:41:46.737588+00:00,"### fold4_of_5_batch0_r0-16_c0-20
gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,56,Yes,Yes,""Fiber optic"",No,No,Yes,No,No,No,No,Yes,Yes,""Credit card (automatic)"",99.80,NaN,No
Female,0,No,No,6,Yes,No,""No internet service"",No,No,No,No,No,No,No,No,""Mailed check"",20.70,NaN,No
Male,1,Yes,No,71,Yes,Yes,""No internet service"",No,No,No,No,No,No,No,No,""Bank transfer (automatic)"",23.95,NaN",1.0
144,144,2,1700.45,1756.2,fallback_tenure_x_monthlycharges,fold4_of_5_batch0_r0-16_c0-20:first_parse_failed_but_retry_succeeded|partial_rows_recovered(15->16) | fold4_of_5_batch0_r0-16_c0-20:target_nan_after_parse(3) | split_rows(0:16->0:8+8:16) | fold4_of_5_batch1_r0-8_c0-20:target_nan_after_parse(3) | split_rows(0:8->0:4+4:8) | ... (+13 more),4,5,5,mistralai/Mistral-7B-Instruct-v0.3,50,50,160,2500,16,,2026-04-20T14:41:46.737588+00:00,"### fold4_of_5_batch0_r0-16_c0-20
gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,Yes,56,Yes,Yes,""Fiber optic"",No,No,Yes,No,No,No,No,Yes,Yes,""Credit card (automatic)"",99.80,NaN,No
Female,0,No,No,6,Yes,No,""No internet service"",No,No,No,No,No,No,No,No,""Mailed check"",20.70,NaN,No
Male,1,Yes,No,71,Yes,Yes,""No internet service"",No,No,No,No,No,No,No,No,""Bank transfer (automatic)"",23.95,NaN",1.0
148,148,0,1935.0,1929.95,fallback_tenure_x_monthlycharges,fold5_of_5_batch0_r0-16_c0-20:target_nan_after_parse(3) | split_rows(0:16->0:8+8:16) | fold5_of_5_batch1_r0-8_c0-20:target_nan_after_parse(3) | split_rows(0:8->0:4+4:8) | fold5_of_5_batch2_r0-4_c0-20:target_nan_after_parse(3) | ... (+14 more),5,5,5,mistralai/Mistral-7B-Instruct-v0.3,50,50,160,2500,16,,2026-04-20T14:41:46.737588+00:00,"### fold5_of_5_batch0_r0-16_c0-20
gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),64.50,NaN,No
Male,0,Yes,Yes,22,Yes,No,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.15,NaN,No
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,64.25,NaN,No
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,",1.0
157,157,1,443.29999999999995,419.9,fallback_tenure_x_monthlycharges,fold5_of_5_batch0_r0-16_c0-20:target_nan_after_parse(3) | split_rows(0:16->0:8+8:16) | fold5_of_5_batch1_r0-8_c0-20:target_nan_after_parse(3) | split_rows(0:8->0:4+4:8) | fold5_of_5_batch2_r0-4_c0-20:target_nan_after_parse(3) | ... (+14 more),5,5,5,mistralai/Mistral-7B-Instruct-v0.3,50,50,160,2500,16,,2026-04-20T14:41:46.737588+00:00,"### fold5_of_5_batch0_r0-16_c0-20
gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,No,One year,No,Credit card (automatic),64.50,NaN,No
Male,0,Yes,Yes,22,Yes,No,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.15,NaN,No
Male,0,Yes,Yes,16,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Two year,No,Mailed check,64.25,NaN,No
Male,0,No,No,1,Yes,No,DSL,No,No,No,No,",1.0
