row_index,prediction,raw_output,ground_truth,n_fewshot_examples,model_name,few_shot_k,n_examples_requested,run_timestamp_utc,leakage_guard_enabled,reference_source
384,4324.2,4324.2,5067.45,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
393,278.8,278.8,367.55,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
398,2648.86,2648.86,1803.7,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
399,3481.65,3481.65,415.1,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
411,3609.9,3609.9,1066.15,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
416,3964.45,3964.45,6858.9,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
417,3936.0,3936.0,1024.7,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
436,3814.035,3814.035,720.05,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
454,2808.8,2808.8,1417.9,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
467,3886.44,3886.44,6588.95,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
476,3081.575,3081.575,2747.2,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
481,3613.3,3613.3,2145.0,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
488,1847.14,1847.14,,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
518,3486.4,3486.4,1929.35,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
568,3500.75,3500.75,3527.6,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
589,4057.6,4057.6,6668.05,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
599,20.4,20.4 * 65 + 2162.7894,1414.45,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
602,3247.5,3247.5,4859.25,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
603,4355.9,4355.9,4903.2,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
620,3455,3455 * 10 + 34.55 = 37,362.6,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
634,3782.65,3782.65,2236.2,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
636,3389.95,3389.95,3109.9,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
643,3797.7,3797.7,4287.2,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
667,2308.4,2308.4,1453.1,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
669,3993.6,3993.6,4039.3,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
673,3094.45,3094.45,493.4,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
683,3351.25,3351.25,4188.4,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
705,3497.7,3497.7,2015.35,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
714,3636.8,3636.8,1710.9,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
719,3366.7,3366.7,5589.3,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
721,3716.65,3716.65,1305.95,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
734,3013.35,3013.35,2423.4,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
743,3808.2,3808.2,1551.6,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
745,3481.6,3481.6,7882.25,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
749,3571.15,3571.15,5817.0,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
751,3963.15,3963.15,5600.15,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
753,1270.4,1270.4 + 20.25 * 0 = 1,,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
763,3886.45,3886.45,4758.8,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
769,4195.2,4195.2,1175.6,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
775,3819.65,3819.65,8065.65,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
776,2419.1,2419.1,92.5,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
786,3869.6,3869.6,3983.6,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
790,3598.5,3598.5,3590.2,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
791,3984.72,3984.72,5023.0,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
808,3249.9,3249.9,4113.1,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
811,4280.0,4280.0,7250.15,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
818,3523.2,3523.2,2317.1,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
820,3730.7,3730.7,6751.35,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
828,4529.65,4529.65,5453.4,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
833,2944.425,2944.425,3340.55,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
836,3828.2,3828.2,4487.3,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
841,3830,3830,7589.8,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
845,3106.65,3106.65,295.95,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
856,3486.15,3486.15,6309.65,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
861,4002.8,4002.8,5822.3,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
870,3666.4,3666.4,7015.9,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
876,3826.15,3826.15,1582.75,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
897,3383.65,3383.65,5682.25,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
911,2835.0,2835.0,1288.3,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
918,2093.14,2093.14,2193.0,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:05:26.367523+00:00,True,df_missing_observed_rows
10,3599.85,3599.85,587.45,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
12,3406.75,3406.75,5681.1,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
35,3699.8,3699.8,7251.7,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
41,3316.8,3316.8,4872.35,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
54,3494.45,3494.45,4456.35,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
55,3719.9,3719.9,1752.55,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
75,3316.5,3316.5,6139.5,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
87,3813.15,3813.15,1057.0,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
96,3398.65,3398.65,4748.7,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
103,3376.65,3376.65,3027.25,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
120,3599.6,3599.6,5515.45,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
121,1442.1,1442.1,112.75,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
144,3487.95,3487.95,1756.2,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
148,3735.5,3735.5,1929.95,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
157,3457.35,3457.35,419.9,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
158,4090.5,4090.5,1024.0,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
173,4742.75,4742.75,5000.2,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
205,3898.85,3898.85,2684.85,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
209,3299.35,3299.35,6654.1,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
217,3999.2,3999.2,3789.2,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
247,3636.8,3636.8,1074.3,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
256,3901.1,3901.1,7008.15,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
257,3270.05,3270.05,5791.1,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
263,3883.65,3883.65,1520.1,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
265,3962.2,3962.2,5526.75,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
290,3488.2,3488.2,1712.7,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
292,4646.4,4646.4,1940.8,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
297,3500.8,3500.8,3437.5,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
303,3969.1,3969.1,4109.0,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
307,4466.65,4466.65,2054.4,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
316,3939.65,3939.65,1355.1,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
317,4006.9,4006.9,3058.65,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
323,3386.6,3386.6,422.3,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
324,3961.15,3961.15,4176.7,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
349,3649.0,3649.0,6430.9,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
350,4344.4,4344.4,2278.75,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
354,3817.8,3817.8,840.1,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
368,3585.95,3585.95,6962.85,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
370,3681.8,3681.8,690.25,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
373,3599.5,3599.5,5608.4,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
384,4324.2,4324.2,5067.45,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
393,278.8,278.8,367.55,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
398,2648.86,2648.86,1803.7,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
399,3481.65,3481.65,415.1,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
411,3609.9,3609.9,1066.15,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
416,3964.45,3964.45,6858.9,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
417,3936.0,3936.0,1024.7,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
436,3814.035,3814.035,720.05,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
454,2808.8,2808.8,1417.9,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
467,3886.44,3886.44,6588.95,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
476,3081.575,3081.575,2747.2,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
481,3613.3,3613.3,2145.0,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
488,1847.14,1847.14,,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
518,3486.4,3486.4,1929.35,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
568,3500.75,3500.75,3527.6,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
589,4057.6,4057.6,6668.05,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
599,20.4,20.4 * 65 + 2162.7894,1414.45,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
602,3247.5,3247.5,4859.25,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
603,4355.9,4355.9,4903.2,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
620,3455,3455 * 10 + 34.55 = 37,362.6,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
634,3782.65,3782.65,2236.2,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
636,3389.95,3389.95,3109.9,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
643,3797.7,3797.7,4287.2,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
667,2308.4,2308.4,1453.1,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
669,3993.6,3993.6,4039.3,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
673,3094.45,3094.45,493.4,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
683,3351.25,3351.25,4188.4,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
705,3497.7,3497.7,2015.35,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
714,3636.8,3636.8,1710.9,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
719,3366.7,3366.7,5589.3,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
721,3716.65,3716.65,1305.95,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
734,3013.35,3013.35,2423.4,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
743,3808.2,3808.2,1551.6,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
745,3481.6,3481.6,7882.25,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
749,3571.15,3571.15,5817.0,0,mistralai/Mistral-7B-Instruct-v0.3,0,100,2026-04-14T14:28:10.279955+00:00,True,df_missing_observed_rows
